0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256
257908487,1075249,190669,80170,46050,30423,21416,17186,13823,12151,10925,10583,10517,10346,10497,11366,12038,12879,14187,16013,18057,20941,24782,28969,34386,40848,48490,57457,66806,78258,91006,104583,119144,133338,149157,164365,177665,191678,204708,216882,225856,234727,241991,245465,249375,250704,250804,249085,247890,245018,240705,235494,228382,220914,214877,208603,201148,193225,185792,177849,168994,161846,155075,147970,139290,131939,124521,116801,108717,102231,95394,88144,81318,75557,68934,63527,57810,52581,47899,43023,39102,34808,31428,27976,25001,22164,19314,17129,14641,13073,11569,9979,8793,7615,6591,5814,4979,4204,3509,3032,2697,2412,2127,1932,1612,1447,1156,1022,930,794,724,654,550,501,498,432,378,354,362,349,316,322,338,296,296,311,272,280,273,318,273,269,266,242,245,235,215,225,218,228,238,225,227,185,215,191,159,186,201,182,178,183,191,179,238,178,186,221,206,201,199,215,229,207,242,224,200,210,193,196,201,202,210,178,192,185,205,169,188,169,166,162,152,135,130,116,162,158,129,139,150,145,136,151,123,127,135,120,144,145,128,125,113,105,124,99,100,92,103,119,116,117,127,128,103,113,84,100,115,101,96,90,82,92,93,88,80,84,91,101,95,92,101,91,80,82,77,93,91,71,82,84,81,88,78,70,85,71,74,69,64,69,66,81,75,16468,0
